moisture_pct,texture_code,texture_name,growth_stage,stage_name,threshold,label,label_name
9.9,0,sandy,3,grain fill,60.0,2,URGENT
39.4,0,sandy,3,grain fill,60.0,1,IRRIGATE
76.5,0,sandy,3,grain fill,60.0,0,HOLD
27.8,0,sandy,3,grain fill,60.0,2,URGENT
44.9,0,sandy,3,grain fill,60.0,1,IRRIGATE
82.8,0,sandy,3,grain fill,60.0,0,HOLD
55.7,0,sandy,3,grain fill,60.0,1,IRRIGATE
96.5,0,sandy,3,grain fill,60.0,0,HOLD
24.8,0,sandy,3,grain fill,60.0,2,URGENT
63.9,0,sandy,3,grain fill,60.0,0,HOLD
45.4,0,sandy,3,grain fill,60.0,1,IRRIGATE
65.0,0,sandy,3,grain fill,60.0,0,HOLD
38.8,0,sandy,3,grain fill,60.0,1,IRRIGATE
70.9,0,sandy,3,grain fill,60.0,0,HOLD
91.4,0,sandy,3,grain fill,60.0,0,HOLD
71.2,0,sandy,3,grain fill,60.0,0,HOLD
18.5,0,sandy,3,grain fill,60.0,2,URGENT
12.8,0,sandy,3,grain fill,60.0,2,URGENT
68.0,0,sandy,3,grain fill,60.0,0,HOLD
87.9,0,sandy,3,grain fill,60.0,0,HOLD
95.6,0,sandy,3,grain fill,60.0,0,HOLD
47.5,0,sandy,3,grain fill,60.0,1,IRRIGATE
36.5,0,sandy,3,grain fill,60.0,1,IRRIGATE
92.0,0,sandy,3,grain fill,60.0,0,HOLD
69.1,0,sandy,3,grain fill,60.0,0,HOLD
89.9,0,sandy,3,grain fill,60.0,0,HOLD
57.9,0,sandy,3,grain fill,60.0,1,IRRIGATE
86.9,0,sandy,3,grain fill,60.0,0,HOLD
58.3,0,sandy,3,grain fill,60.0,1,IRRIGATE
26.4,0,sandy,3,grain fill,60.0,2,URGENT
71.5,0,sandy,3,grain fill,60.0,0,HOLD
78.6,0,sandy,3,grain fill,60.0,0,HOLD
77.0,0,sandy,3,grain fill,60.0,0,HOLD
57.0,0,sandy,3,grain fill,60.0,1,IRRIGATE
59.5,0,sandy,3,grain fill,60.0,1,IRRIGATE
85.0,0,sandy,3,grain fill,60.0,0,HOLD
86.2,0,sandy,3,grain fill,60.0,0,HOLD
58.7,0,sandy,3,grain fill,60.0,1,IRRIGATE
84.2,0,sandy,3,grain fill,60.0,0,HOLD
40.2,0,sandy,3,grain fill,60.0,1,IRRIGATE
55.5,0,sandy,3,grain fill,60.0,1,IRRIGATE
2.4,0,sandy,3,grain fill,60.0,2,URGENT
70.9,0,sandy,3,grain fill,60.0,0,HOLD
48.1,0,sandy,3,grain fill,60.0,1,IRRIGATE
76.7,0,sandy,3,grain fill,60.0,0,HOLD
35.4,0,sandy,3,grain fill,60.0,1,IRRIGATE
24.5,0,sandy,3,grain fill,60.0,2,URGENT
45.2,0,sandy,3,grain fill,60.0,1,IRRIGATE
29.9,0,sandy,3,grain fill,60.0,2,URGENT
46.3,0,sandy,3,grain fill,60.0,1,IRRIGATE
77.1,0,sandy,3,grain fill,60.0,0,HOLD
97.8,0,sandy,3,grain fill,60.0,0,HOLD
69.8,0,sandy,3,grain fill,60.0,0,HOLD
16.2,0,sandy,3,grain fill,60.0,2,URGENT
33.1,0,sandy,3,grain fill,60.0,1,IRRIGATE
62.2,0,sandy,3,grain fill,60.0,0,HOLD
26.6,0,sandy,3,grain fill,60.0,2,URGENT
36.5,0,sandy,3,grain fill,60.0,1,IRRIGATE
43.9,0,sandy,3,grain fill,60.0,1,IRRIGATE
59.8,0,sandy,3,grain fill,60.0,1,IRRIGATE
65.0,0,sandy,3,grain fill,60.0,0,HOLD
3.3,0,sandy,3,grain fill,60.0,2,URGENT
69.7,0,sandy,3,grain fill,60.0,0,HOLD
76.9,0,sandy,3,grain fill,60.0,0,HOLD
55.4,0,sandy,3,grain fill,60.0,1,IRRIGATE
61.7,0,sandy,3,grain fill,60.0,0,HOLD
87.4,0,sandy,3,grain fill,60.0,0,HOLD
61.8,0,sandy,3,grain fill,60.0,0,HOLD
26.0,0,sandy,3,grain fill,60.0,2,URGENT
15.7,0,sandy,3,grain fill,60.0,2,URGENT
69.5,0,sandy,3,grain fill,60.0,0,HOLD
12.5,0,sandy,3,grain fill,60.0,2,URGENT
4.3,0,sandy,3,grain fill,60.0,2,URGENT
67.5,0,sandy,3,grain fill,60.0,0,HOLD
58.4,0,sandy,3,grain fill,60.0,1,IRRIGATE
42.6,0,sandy,3,grain fill,60.0,1,IRRIGATE
57.6,0,sandy,3,grain fill,60.0,1,IRRIGATE
42.3,0,sandy,3,grain fill,60.0,1,IRRIGATE
60.3,0,sandy,3,grain fill,60.0,0,HOLD
4.4,0,sandy,3,grain fill,60.0,2,URGENT
29.9,0,sandy,3,grain fill,60.0,2,URGENT
34.5,0,sandy,3,grain fill,60.0,1,IRRIGATE
35.7,1,silty,0,germination,28.0,0,HOLD
10.4,1,silty,0,germination,28.0,2,URGENT
91.2,1,silty,0,germination,28.0,0,HOLD
37.9,1,silty,0,germination,28.0,0,HOLD
20.9,1,silty,0,germination,28.0,1,IRRIGATE
17.7,1,silty,0,germination,28.0,1,IRRIGATE
7.1,1,silty,0,germination,28.0,2,URGENT
78.5,1,silty,0,germination,28.0,0,HOLD
11.0,1,silty,0,germination,28.0,2,URGENT
21.4,1,silty,0,germination,28.0,1,IRRIGATE
29.4,1,silty,0,germination,28.0,0,HOLD
16.0,1,silty,0,germination,28.0,1,IRRIGATE
29.2,1,silty,0,germination,28.0,0,HOLD
31.2,1,silty,0,germination,28.0,0,HOLD
26.7,1,silty,0,germination,28.0,1,IRRIGATE
37.4,1,silty,0,germination,28.0,0,HOLD
91.8,1,silty,0,germination,28.0,0,HOLD
83.6,1,silty,0,germination,28.0,0,HOLD
20.0,1,silty,0,germination,28.0,1,IRRIGATE
17.6,1,silty,0,germination,28.0,1,IRRIGATE
51.7,1,silty,0,germination,28.0,0,HOLD
5.9,1,silty,0,germination,28.0,2,URGENT
68.1,1,silty,0,germination,28.0,0,HOLD
27.4,1,silty,0,germination,28.0,1,IRRIGATE
27.1,1,silty,0,germination,28.0,1,IRRIGATE
16.5,1,silty,0,germination,28.0,1,IRRIGATE
24.9,1,silty,0,germination,28.0,1,IRRIGATE
16.2,1,silty,0,germination,28.0,1,IRRIGATE
8.3,1,silty,0,germination,28.0,2,URGENT
6.9,1,silty,0,germination,28.0,2,URGENT
23.5,1,silty,0,germination,28.0,1,IRRIGATE
7.0,1,silty,0,germination,28.0,2,URGENT
17.8,1,silty,0,germination,28.0,1,IRRIGATE
64.0,1,silty,0,germination,28.0,0,HOLD
63.1,1,silty,0,germination,28.0,0,HOLD
17.0,1,silty,0,germination,28.0,1,IRRIGATE
26.5,1,silty,0,germination,28.0,1,IRRIGATE
78.3,1,silty,0,germination,28.0,0,HOLD
26.7,1,silty,0,germination,28.0,1,IRRIGATE
18.7,1,silty,0,germination,28.0,1,IRRIGATE
54.8,1,silty,0,germination,28.0,0,HOLD
56.4,1,silty,0,germination,28.0,0,HOLD
28.7,1,silty,0,germination,28.0,0,HOLD
83.9,1,silty,0,germination,28.0,0,HOLD
27.8,1,silty,0,germination,28.0,1,IRRIGATE
93.6,1,silty,0,germination,28.0,0,HOLD
83.4,1,silty,0,germination,28.0,0,HOLD
16.1,1,silty,0,germination,28.0,1,IRRIGATE
56.8,1,silty,0,germination,28.0,0,HOLD
24.7,1,silty,0,germination,28.0,1,IRRIGATE
63.9,1,silty,0,germination,28.0,0,HOLD
26.3,1,silty,0,germination,28.0,1,IRRIGATE
17.9,1,silty,0,germination,28.0,1,IRRIGATE
55.0,1,silty,0,germination,28.0,0,HOLD
62.4,1,silty,0,germination,28.0,0,HOLD
21.9,1,silty,0,germination,28.0,1,IRRIGATE
2.0,1,silty,0,germination,28.0,2,URGENT
41.2,1,silty,0,germination,28.0,0,HOLD
64.3,1,silty,0,germination,28.0,0,HOLD
68.0,1,silty,0,germination,28.0,0,HOLD
96.2,1,silty,0,germination,28.0,0,HOLD
24.9,1,silty,0,germination,28.0,1,IRRIGATE
32.0,1,silty,0,germination,28.0,0,HOLD
67.8,1,silty,0,germination,28.0,0,HOLD
27.9,1,silty,0,germination,28.0,1,IRRIGATE
29.6,1,silty,0,germination,28.0,0,HOLD
36.6,1,silty,0,germination,28.0,0,HOLD
13.6,1,silty,0,germination,28.0,2,URGENT
37.7,1,silty,0,germination,28.0,0,HOLD
7.3,1,silty,0,germination,28.0,2,URGENT
73.0,1,silty,0,germination,28.0,0,HOLD
76.9,1,silty,0,germination,28.0,0,HOLD
19.2,1,silty,0,germination,28.0,1,IRRIGATE
32.1,1,silty,0,germination,28.0,0,HOLD
23.6,1,silty,0,germination,28.0,1,IRRIGATE
8.2,1,silty,0,germination,28.0,2,URGENT
77.6,1,silty,0,germination,28.0,0,HOLD
67.4,1,silty,0,germination,28.0,0,HOLD
69.8,1,silty,0,germination,28.0,0,HOLD
23.1,1,silty,0,germination,28.0,1,IRRIGATE
18.3,1,silty,0,germination,28.0,1,IRRIGATE
3.4,1,silty,0,germination,28.0,2,URGENT
55.8,1,silty,0,germination,28.0,0,HOLD
49.0,1,silty,0,germination,28.0,0,HOLD
60.7,1,silty,0,germination,28.0,0,HOLD
25.8,1,silty,0,germination,28.0,1,IRRIGATE
28.8,1,silty,0,germination,28.0,0,HOLD
78.5,1,silty,0,germination,28.0,0,HOLD
17.9,1,silty,0,germination,28.0,1,IRRIGATE
40.7,1,silty,0,germination,28.0,0,HOLD
16.5,1,silty,0,germination,28.0,1,IRRIGATE
41.0,1,silty,0,germination,28.0,0,HOLD
26.6,1,silty,0,germination,28.0,1,IRRIGATE
31.9,1,silty,0,germination,28.0,0,HOLD
15.7,1,silty,0,germination,28.0,1,IRRIGATE
9.2,1,silty,0,germination,28.0,2,URGENT
21.6,1,silty,0,germination,28.0,1,IRRIGATE
23.8,1,silty,0,germination,28.0,1,IRRIGATE
20.0,1,silty,0,germination,28.0,1,IRRIGATE
16.9,1,silty,0,germination,28.0,1,IRRIGATE
95.8,1,silty,0,germination,28.0,0,HOLD
75.6,1,silty,0,germination,28.0,0,HOLD
57.2,1,silty,0,germination,28.0,0,HOLD
44.1,1,silty,0,germination,28.0,0,HOLD
27.2,1,silty,0,germination,28.0,1,IRRIGATE
68.8,1,silty,0,germination,28.0,0,HOLD
7.6,1,silty,0,germination,28.0,2,URGENT
61.6,1,silty,0,germination,28.0,0,HOLD
17.8,1,silty,0,germination,28.0,1,IRRIGATE
29.0,1,silty,0,germination,28.0,0,HOLD
66.2,1,silty,0,germination,28.0,0,HOLD
80.5,1,silty,0,germination,28.0,0,HOLD
71.7,1,silty,0,germination,28.0,0,HOLD
32.8,1,silty,0,germination,28.0,0,HOLD
16.9,1,silty,0,germination,28.0,1,IRRIGATE
45.6,1,silty,0,germination,28.0,0,HOLD
58.6,1,silty,0,germination,28.0,0,HOLD
26.0,1,silty,0,germination,28.0,1,IRRIGATE
17.6,1,silty,0,germination,28.0,1,IRRIGATE
4.1,1,silty,0,germination,28.0,2,URGENT
54.9,1,silty,0,germination,28.0,0,HOLD
2.6,1,silty,0,germination,28.0,2,URGENT
89.4,1,silty,0,germination,28.0,0,HOLD
28.7,1,silty,0,germination,28.0,0,HOLD
33.0,1,silty,0,germination,28.0,0,HOLD
93.6,1,silty,0,germination,28.0,0,HOLD
29.1,1,silty,0,germination,28.0,0,HOLD
25.6,1,silty,0,germination,28.0,1,IRRIGATE
38.4,1,silty,0,germination,28.0,0,HOLD
27.8,1,silty,0,germination,28.0,1,IRRIGATE
19.8,1,silty,0,germination,28.0,1,IRRIGATE
76.8,1,silty,0,germination,28.0,0,HOLD
27.1,1,silty,0,germination,28.0,1,IRRIGATE
36.5,1,silty,0,germination,28.0,0,HOLD
7.4,1,silty,0,germination,28.0,2,URGENT
24.3,1,silty,0,germination,28.0,1,IRRIGATE
40.1,1,silty,0,germination,28.0,0,HOLD
22.3,1,silty,0,germination,28.0,1,IRRIGATE
21.2,1,silty,0,germination,28.0,1,IRRIGATE
89.3,1,silty,0,germination,28.0,0,HOLD
72.9,1,silty,0,germination,28.0,0,HOLD
53.8,1,silty,0,germination,28.0,0,HOLD
13.3,1,silty,0,germination,28.0,2,URGENT
8.0,1,silty,0,germination,28.0,2,URGENT
22.7,1,silty,0,germination,28.0,1,IRRIGATE
66.7,1,silty,0,germination,28.0,0,HOLD
57.3,1,silty,0,germination,28.0,0,HOLD
29.5,1,silty,0,germination,28.0,0,HOLD
16.2,1,silty,0,germination,28.0,1,IRRIGATE
11.0,1,silty,0,germination,28.0,2,URGENT
38.3,1,silty,0,germination,28.0,0,HOLD
27.1,1,silty,0,germination,28.0,1,IRRIGATE
19.6,1,silty,0,germination,28.0,1,IRRIGATE
45.9,1,silty,0,germination,28.0,0,HOLD
6.9,1,silty,0,germination,28.0,2,URGENT
18.7,1,silty,0,germination,28.0,1,IRRIGATE
29.1,1,silty,0,germination,28.0,0,HOLD
59.4,1,silty,0,germination,28.0,0,HOLD
57.5,1,silty,0,germination,28.0,0,HOLD
26.8,1,silty,0,germination,28.0,1,IRRIGATE
44.1,1,silty,0,germination,28.0,0,HOLD
2.4,1,silty,0,germination,28.0,2,URGENT
9.7,1,silty,0,germination,28.0,2,URGENT
15.8,1,silty,0,germination,28.0,1,IRRIGATE
14.5,1,silty,0,germination,28.0,2,URGENT
23.2,1,silty,0,germination,28.0,1,IRRIGATE
28.4,1,silty,0,germination,28.0,0,HOLD
24.4,1,silty,0,germination,28.0,1,IRRIGATE
61.2,1,silty,0,germination,28.0,0,HOLD
29.4,1,silty,0,germination,28.0,0,HOLD
44.2,1,silty,0,germination,28.0,0,HOLD
30.0,1,silty,0,germination,28.0,0,HOLD
29.2,1,silty,0,germination,28.0,0,HOLD
22.9,1,silty,0,germination,28.0,1,IRRIGATE
16.7,1,silty,0,germination,28.0,1,IRRIGATE
93.9,1,silty,0,germination,28.0,0,HOLD
91.2,1,silty,0,germination,28.0,0,HOLD
94.1,1,silty,0,germination,28.0,0,HOLD
17.8,1,silty,0,germination,28.0,1,IRRIGATE
6.2,1,silty,0,germination,28.0,2,URGENT
78.0,1,silty,0,germination,28.0,0,HOLD
23.3,1,silty,0,germination,28.0,1,IRRIGATE
17.9,1,silty,0,germination,28.0,1,IRRIGATE
60.4,1,silty,0,germination,28.0,0,HOLD
10.9,1,silty,0,germination,28.0,2,URGENT
29.9,1,silty,0,germination,28.0,0,HOLD
26.7,1,silty,0,germination,28.0,1,IRRIGATE
20.5,1,silty,0,germination,28.0,1,IRRIGATE
59.3,1,silty,0,germination,28.0,0,HOLD
48.7,1,silty,0,germination,28.0,0,HOLD
5.7,1,silty,0,germination,28.0,2,URGENT
15.5,1,silty,0,germination,28.0,1,IRRIGATE
21.9,1,silty,0,germination,28.0,1,IRRIGATE
87.8,1,silty,0,germination,28.0,0,HOLD
88.1,1,silty,0,germination,28.0,0,HOLD
50.9,1,silty,0,germination,28.0,0,HOLD
21.2,1,silty,0,germination,28.0,1,IRRIGATE
17.9,1,silty,0,germination,28.0,1,IRRIGATE
7.7,1,silty,0,germination,28.0,2,URGENT
56.3,1,silty,0,germination,28.0,0,HOLD
25.4,1,silty,0,germination,28.0,1,IRRIGATE
26.9,1,silty,0,germination,28.0,1,IRRIGATE
20.6,1,silty,0,germination,28.0,1,IRRIGATE
20.1,1,silty,0,germination,28.0,1,IRRIGATE
29.6,1,silty,0,germination,28.0,0,HOLD
23.8,1,silty,0,germination,28.0,1,IRRIGATE
13.2,1,silty,0,germination,28.0,2,URGENT
29.6,1,silty,0,germination,28.0,0,HOLD
11.8,1,silty,0,germination,28.0,2,URGENT
15.8,1,silty,0,germination,28.0,1,IRRIGATE
57.5,1,silty,0,germination,28.0,0,HOLD
17.6,1,silty,0,germination,28.0,1,IRRIGATE
7.7,1,silty,0,germination,28.0,2,URGENT
17.2,1,silty,0,germination,28.0,1,IRRIGATE
5.5,1,silty,0,germination,28.0,2,URGENT
39.3,1,silty,0,germination,28.0,0,HOLD
29.7,1,silty,0,germination,28.0,0,HOLD
41.1,1,silty,0,germination,28.0,0,HOLD
19.3,1,silty,0,germination,28.0,1,IRRIGATE
87.4,1,silty,0,germination,28.0,0,HOLD
25.4,1,silty,0,germination,28.0,1,IRRIGATE
13.5,1,silty,0,germination,28.0,2,URGENT
20.2,1,silty,0,germination,28.0,1,IRRIGATE
45.8,1,silty,0,germination,28.0,0,HOLD
21.9,1,silty,0,germination,28.0,1,IRRIGATE
97.1,1,silty,0,germination,28.0,0,HOLD
68.7,1,silty,0,germination,28.0,0,HOLD
14.3,1,silty,0,germination,28.0,2,URGENT
22.3,1,silty,0,germination,28.0,1,IRRIGATE
89.7,1,silty,0,germination,28.0,0,HOLD
61.9,1,silty,0,germination,28.0,0,HOLD
10.1,1,silty,0,germination,28.0,2,URGENT
10.3,1,silty,0,germination,28.0,2,URGENT
22.2,1,silty,0,germination,28.0,1,IRRIGATE
88.1,1,silty,0,germination,28.0,0,HOLD
14.7,1,silty,0,germination,28.0,2,URGENT
31.5,1,silty,0,germination,28.0,0,HOLD
66.3,1,silty,0,germination,28.0,0,HOLD
23.1,1,silty,0,germination,28.0,1,IRRIGATE
29.1,1,silty,0,germination,28.0,0,HOLD
23.4,1,silty,0,germination,28.0,1,IRRIGATE
82.6,1,silty,0,germination,28.0,0,HOLD
4.4,1,silty,0,germination,28.0,2,URGENT
22.2,1,silty,0,germination,28.0,1,IRRIGATE
88.1,1,silty,0,germination,28.0,0,HOLD
28.6,1,silty,0,germination,28.0,0,HOLD
6.2,1,silty,0,germination,28.0,2,URGENT
21.0,1,silty,0,germination,28.0,1,IRRIGATE
85.6,1,silty,0,germination,28.0,0,HOLD
14.1,1,silty,0,germination,28.0,2,URGENT
48.6,1,silty,0,germination,28.0,0,HOLD
19.5,1,silty,0,germination,28.0,1,IRRIGATE
13.4,1,silty,0,germination,28.0,2,URGENT
96.1,1,silty,0,germination,28.0,0,HOLD
15.5,1,silty,0,germination,28.0,1,IRRIGATE
32.6,1,silty,0,germination,28.0,0,HOLD
91.4,1,silty,0,germination,28.0,0,HOLD
7.9,1,silty,0,germination,28.0,2,URGENT
57.5,1,silty,0,germination,28.0,0,HOLD
22.2,1,silty,0,germination,28.0,1,IRRIGATE
46.4,1,silty,0,germination,28.0,0,HOLD
18.0,1,silty,0,germination,28.0,1,IRRIGATE
20.6,1,silty,0,germination,28.0,1,IRRIGATE
76.6,1,silty,0,germination,28.0,0,HOLD
17.2,1,silty,0,germination,28.0,1,IRRIGATE
11.8,1,silty,0,germination,28.0,2,URGENT
56.7,1,silty,0,germination,28.0,0,HOLD
13.0,1,silty,0,germination,28.0,2,URGENT
8.9,1,silty,0,germination,28.0,2,URGENT
41.2,1,silty,0,germination,28.0,0,HOLD
3.7,1,silty,0,germination,28.0,2,URGENT
80.0,1,silty,0,germination,28.0,0,HOLD
55.9,1,silty,0,germination,28.0,0,HOLD
16.7,1,silty,0,germination,28.0,1,IRRIGATE
37.0,1,silty,0,germination,28.0,0,HOLD
2.9,1,silty,0,germination,28.0,2,URGENT
24.3,1,silty,0,germination,28.0,1,IRRIGATE
84.5,1,silty,0,germination,28.0,0,HOLD
24.1,1,silty,0,germination,28.0,1,IRRIGATE
14.1,1,silty,0,germination,28.0,2,URGENT
78.6,1,silty,0,germination,28.0,0,HOLD
7.8,1,silty,0,germination,28.0,2,URGENT
13.1,1,silty,0,germination,28.0,2,URGENT
70.1,1,silty,0,germination,28.0,0,HOLD
15.3,1,silty,0,germination,28.0,2,URGENT
81.6,1,silty,0,germination,28.0,0,HOLD
27.2,1,silty,0,germination,28.0,1,IRRIGATE
44.5,1,silty,0,germination,28.0,0,HOLD
29.4,1,silty,0,germination,28.0,0,HOLD
35.5,1,silty,0,germination,28.0,0,HOLD
5.9,1,silty,0,germination,28.0,2,URGENT
38.9,1,silty,0,germination,28.0,0,HOLD
60.5,1,silty,0,germination,28.0,0,HOLD
12.6,1,silty,0,germination,28.0,2,URGENT
13.2,1,silty,0,germination,28.0,2,URGENT
46.2,1,silty,0,germination,28.0,0,HOLD
29.8,1,silty,0,germination,28.0,0,HOLD
20.6,1,silty,0,germination,28.0,1,IRRIGATE
28.8,1,silty,0,germination,28.0,0,HOLD
30.8,1,silty,0,germination,28.0,0,HOLD
35.7,1,silty,0,germination,28.0,0,HOLD
29.2,1,silty,0,germination,28.0,0,HOLD
18.1,1,silty,0,germination,28.0,1,IRRIGATE
4.4,1,silty,0,germination,28.0,2,URGENT
27.0,1,silty,0,germination,28.0,1,IRRIGATE
12.6,1,silty,0,germination,28.0,2,URGENT
4.7,1,silty,0,germination,28.0,2,URGENT
49.6,1,silty,0,germination,28.0,0,HOLD
25.3,1,silty,0,germination,28.0,1,IRRIGATE
43.0,1,silty,0,germination,28.0,0,HOLD
28.4,1,silty,0,germination,28.0,0,HOLD
97.4,1,silty,0,germination,28.0,0,HOLD
73.6,1,silty,0,germination,28.0,0,HOLD
74.5,1,silty,0,germination,28.0,0,HOLD
31.0,1,silty,0,germination,28.0,0,HOLD
51.7,1,silty,0,germination,28.0,0,HOLD
21.8,1,silty,0,germination,28.0,1,IRRIGATE
93.2,1,silty,0,germination,28.0,0,HOLD
16.3,1,silty,0,germination,28.0,1,IRRIGATE
16.4,1,silty,0,germination,28.0,1,IRRIGATE
70.5,1,silty,0,germination,28.0,0,HOLD
25.9,1,silty,0,germination,28.0,0,HOLD
22.1,1,silty,0,germination,28.0,1,IRRIGATE
93.2,1,silty,0,germination,28.0,0,HOLD
36.0,1,silty,0,germination,28.0,0,HOLD
91.4,1,silty,0,germination,28.0,0,HOLD
15.2,1,silty,0,germination,28.0,2,URGENT
25.3,1,silty,0,germination,28.0,1,IRRIGATE
14.6,1,silty,0,germination,28.0,2,URGENT
48.8,1,silty,0,germination,28.0,0,HOLD
62.1,1,silty,0,germination,28.0,0,HOLD
38.3,1,silty,0,germination,28.0,0,HOLD
8.6,1,silty,0,germination,28.0,2,URGENT
25.8,1,silty,0,germination,28.0,1,IRRIGATE
2.9,1,silty,0,germination,28.0,2,URGENT
12.8,1,silty,0,germination,28.0,2,URGENT
41.3,1,silty,0,germination,28.0,0,HOLD
16.3,1,silty,0,germination,28.0,1,IRRIGATE
50.1,1,silty,0,germination,28.0,0,HOLD
17.3,1,silty,0,germination,28.0,1,IRRIGATE
15.9,1,silty,0,germination,28.0,1,IRRIGATE
48.9,1,silty,0,germination,28.0,0,HOLD
84.0,1,silty,0,germination,28.0,0,HOLD
16.9,1,silty,0,germination,28.0,1,IRRIGATE
25.2,1,silty,0,germination,28.0,1,IRRIGATE
22.0,1,silty,0,germination,28.0,1,IRRIGATE
12.2,1,silty,0,germination,28.0,2,URGENT
37.4,1,silty,0,germination,28.0,0,HOLD
48.8,1,silty,0,germination,28.0,0,HOLD
93.9,1,silty,0,germination,28.0,0,HOLD
23.1,1,silty,0,germination,28.0,1,IRRIGATE
79.0,1,silty,0,germination,28.0,0,HOLD
43.2,1,silty,0,germination,28.0,0,HOLD
18.0,1,silty,0,germination,28.0,1,IRRIGATE
16.4,1,silty,0,germination,28.0,1,IRRIGATE
78.4,1,silty,0,germination,28.0,0,HOLD
16.2,1,silty,0,germination,28.0,1,IRRIGATE
17.0,1,silty,0,germination,28.0,1,IRRIGATE
21.8,1,silty,0,germination,28.0,1,IRRIGATE
28.1,1,silty,0,germination,28.0,0,HOLD
11.7,1,silty,0,germination,28.0,2,URGENT
29.1,1,silty,0,germination,28.0,0,HOLD
27.5,1,silty,0,germination,28.0,1,IRRIGATE
29.0,1,silty,0,germination,28.0,0,HOLD
57.2,1,silty,0,germination,28.0,0,HOLD
57.4,1,silty,0,germination,28.0,0,HOLD
16.1,1,silty,0,germination,28.0,1,IRRIGATE
93.0,1,silty,0,germination,28.0,0,HOLD
8.3,1,silty,0,germination,28.0,2,URGENT
49.9,1,silty,0,germination,28.0,0,HOLD
55.2,1,silty,0,germination,28.0,0,HOLD
95.3,1,silty,0,germination,28.0,0,HOLD
29.6,1,silty,0,germination,28.0,0,HOLD
16.9,1,silty,0,germination,28.0,1,IRRIGATE
8.7,1,silty,0,germination,28.0,2,URGENT
29.9,1,silty,0,germination,28.0,0,HOLD
70.6,1,silty,0,germination,28.0,0,HOLD
17.2,1,silty,0,germination,28.0,1,IRRIGATE
13.5,1,silty,0,germination,28.0,2,URGENT
30.0,1,silty,0,germination,28.0,0,HOLD
29.7,1,silty,0,germination,28.0,0,HOLD
25.4,1,silty,0,germination,28.0,1,IRRIGATE
90.4,1,silty,0,germination,28.0,0,HOLD
3.9,1,silty,0,germination,28.0,2,URGENT
10.5,1,silty,0,germination,28.0,2,URGENT
13.0,1,silty,0,germination,28.0,2,URGENT
18.5,1,silty,0,germination,28.0,1,IRRIGATE
10.9,1,silty,0,germination,28.0,2,URGENT
17.4,1,silty,0,germination,28.0,1,IRRIGATE
51.3,1,silty,0,germination,28.0,0,HOLD
21.2,1,silty,0,germination,28.0,1,IRRIGATE
22.7,1,silty,0,germination,28.0,1,IRRIGATE
24.1,1,silty,0,germination,28.0,1,IRRIGATE
48.6,1,silty,0,germination,28.0,0,HOLD
76.5,1,silty,0,germination,28.0,0,HOLD
32.4,1,silty,0,germination,28.0,0,HOLD
7.3,1,silty,0,germination,28.0,2,URGENT
28.0,1,silty,0,germination,28.0,1,IRRIGATE
29.3,1,silty,0,germination,28.0,0,HOLD
66.9,1,silty,0,germination,28.0,0,HOLD
4.5,1,silty,1,vegetative,36.0,2,URGENT
44.8,1,silty,1,vegetative,36.0,0,HOLD
65.9,1,silty,1,vegetative,36.0,0,HOLD
48.5,1,silty,1,vegetative,36.0,0,HOLD
22.0,1,silty,1,vegetative,36.0,1,IRRIGATE
36.3,1,silty,1,vegetative,36.0,0,HOLD
2.3,1,silty,1,vegetative,36.0,2,URGENT
91.5,1,silty,1,vegetative,36.0,0,HOLD
7.7,1,silty,1,vegetative,36.0,2,URGENT
84.8,1,silty,1,vegetative,36.0,0,HOLD
20.6,1,silty,1,vegetative,36.0,1,IRRIGATE
21.9,1,silty,1,vegetative,36.0,1,IRRIGATE
69.9,1,silty,1,vegetative,36.0,0,HOLD
11.9,1,silty,1,vegetative,36.0,2,URGENT
29.4,1,silty,1,vegetative,36.0,1,IRRIGATE
53.8,1,silty,1,vegetative,36.0,0,HOLD
20.8,1,silty,1,vegetative,36.0,1,IRRIGATE
93.6,1,silty,1,vegetative,36.0,0,HOLD
91.9,1,silty,1,vegetative,36.0,0,HOLD
29.9,1,silty,1,vegetative,36.0,1,IRRIGATE
38.1,1,silty,1,vegetative,36.0,0,HOLD
11.3,1,silty,1,vegetative,36.0,2,URGENT
89.8,1,silty,1,vegetative,36.0,0,HOLD
8.2,1,silty,1,vegetative,36.0,2,URGENT
24.9,1,silty,1,vegetative,36.0,1,IRRIGATE
24.8,1,silty,1,vegetative,36.0,1,IRRIGATE
15.8,1,silty,1,vegetative,36.0,2,URGENT
25.0,1,silty,1,vegetative,36.0,1,IRRIGATE
92.4,1,silty,1,vegetative,36.0,0,HOLD
34.7,1,silty,1,vegetative,36.0,1,IRRIGATE
19.1,1,silty,1,vegetative,36.0,2,URGENT
7.9,1,silty,1,vegetative,36.0,2,URGENT
24.1,1,silty,1,vegetative,36.0,1,IRRIGATE
14.1,1,silty,1,vegetative,36.0,2,URGENT
20.4,1,silty,1,vegetative,36.0,1,IRRIGATE
64.1,1,silty,1,vegetative,36.0,0,HOLD
17.2,1,silty,1,vegetative,36.0,2,URGENT
4.3,1,silty,1,vegetative,36.0,2,URGENT
89.0,1,silty,1,vegetative,36.0,0,HOLD
38.7,1,silty,1,vegetative,36.0,0,HOLD
44.4,1,silty,1,vegetative,36.0,0,HOLD
8.5,1,silty,1,vegetative,36.0,2,URGENT
